"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018/2019","Yukon","2016A000260","Total, field of study","Current dollars","75","units","0","v1073541867","12.19","3510","","","","0"
"2019/2020","Yukon","2016A000260","Total, field of study","Current dollars","75","units","0","v1073541867","12.19","3810","","","","0"
"2020/2021","Yukon","2016A000260","Total, field of study","Current dollars","75","units","0","v1073541867","12.19","3930","","","","0"
"2021/2022","Yukon","2016A000260","Total, field of study","Current dollars","75","units","0","v1073541867","12.19","4005","","","","0"
"2018/2019","Yukon","2016A000260","Education","Current dollars","75","units","0","v1073541849","12.1","","..","","","0"
"2019/2020","Yukon","2016A000260","Education","Current dollars","75","units","0","v1073541849","12.1","","..","","","0"
"2020/2021","Yukon","2016A000260","Education","Current dollars","75","units","0","v1073541849","12.1","","..","","","0"
"2021/2022","Yukon","2016A000260","Education","Current dollars","75","units","0","v1073541849","12.1","","..","","","0"
"2018/2019","Yukon","2016A000260","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v1073541850","12.2","","..","","","0"
"2019/2020","Yukon","2016A000260","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v1073541850","12.2","","..","","","0"
"2020/2021","Yukon","2016A000260","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v1073541850","12.2","","..","","","0"
"2021/2022","Yukon","2016A000260","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v1073541850","12.2","","..","","","0"
"2018/2019","Yukon","2016A000260","Humanities","Current dollars","75","units","0","v1073541851","12.3","","..","","","0"
"2019/2020","Yukon","2016A000260","Humanities","Current dollars","75","units","0","v1073541851","12.3","","..","","","0"
"2020/2021","Yukon","2016A000260","Humanities","Current dollars","75","units","0","v1073541851","12.3","","..","","","0"
"2021/2022","Yukon","2016A000260","Humanities","Current dollars","75","units","0","v1073541851","12.3","","..","","","0"
"2018/2019","Yukon","2016A000260","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v1073541852","12.4","","..","","","0"
"2019/2020","Yukon","2016A000260","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v1073541852","12.4","","..","","","0"
"2020/2021","Yukon","2016A000260","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v1073541852","12.4","","..","","","0"
"2021/2022","Yukon","2016A000260","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v1073541852","12.4","","..","","","0"
"2018/2019","Yukon","2016A000260","Law","Current dollars","75","units","0","v1073541853","12.5","","..","","","0"
"2019/2020","Yukon","2016A000260","Law","Current dollars","75","units","0","v1073541853","12.5","","..","","","0"
"2020/2021","Yukon","2016A000260","Law","Current dollars","75","units","0","v1073541853","12.5","","..","","","0"
"2021/2022","Yukon","2016A000260","Law","Current dollars","75","units","0","v1073541853","12.5","","..","","","0"
"2018/2019","Yukon","2016A000260","Business, management and public administration","Current dollars","75","units","0","v1073541854","12.6","3510","","","","0"
"2019/2020","Yukon","2016A000260","Business, management and public administration","Current dollars","75","units","0","v1073541854","12.6","3810","","","","0"
"2020/2021","Yukon","2016A000260","Business, management and public administration","Current dollars","75","units","0","v1073541854","12.6","3930","","","","0"
"2021/2022","Yukon","2016A000260","Business, management and public administration","Current dollars","75","units","0","v1073541854","12.6","4005","","","","0"
"2018/2019","Yukon","2016A000260","Physical and life sciences and technologies","Current dollars","75","units","0","v1073541855","12.7","","..","","","0"
"2019/2020","Yukon","2016A000260","Physical and life sciences and technologies","Current dollars","75","units","0","v1073541855","12.7","","..","","","0"
"2020/2021","Yukon","2016A000260","Physical and life sciences and technologies","Current dollars","75","units","0","v1073541855","12.7","","..","","","0"
"2021/2022","Yukon","2016A000260","Physical and life sciences and technologies","Current dollars","75","units","0","v1073541855","12.7","","..","","","0"
"2018/2019","Yukon","2016A000260","Mathematics, computer and information sciences","Current dollars","75","units","0","v1073541856","12.8","","..","","","0"
"2019/2020","Yukon","2016A000260","Mathematics, computer and information sciences","Current dollars","75","units","0","v1073541856","12.8","","..","","","0"
"2020/2021","Yukon","2016A000260","Mathematics, computer and information sciences","Current dollars","75","units","0","v1073541856","12.8","","..","","","0"
"2021/2022","Yukon","2016A000260","Mathematics, computer and information sciences","Current dollars","75","units","0","v1073541856","12.8","","..","","","0"
"2018/2019","Yukon","2016A000260","Engineering","Current dollars","75","units","0","v1073541857","12.9","","..","","","0"
"2019/2020","Yukon","2016A000260","Engineering","Current dollars","75","units","0","v1073541857","12.9","","..","","","0"
"2020/2021","Yukon","2016A000260","Engineering","Current dollars","75","units","0","v1073541857","12.9","","..","","","0"
"2021/2022","Yukon","2016A000260","Engineering","Current dollars","75","units","0","v1073541857","12.9","","..","","","0"
"2018/2019","Yukon","2016A000260","Architecture","Current dollars","75","units","0","v1073541858","12.10","","..","","","0"
"2019/2020","Yukon","2016A000260","Architecture","Current dollars","75","units","0","v1073541858","12.10","","..","","","0"
"2020/2021","Yukon","2016A000260","Architecture","Current dollars","75","units","0","v1073541858","12.10","","..","","","0"
"2021/2022","Yukon","2016A000260","Architecture","Current dollars","75","units","0","v1073541858","12.10","","..","","","0"
"2018/2019","Yukon","2016A000260","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1073541859","12.11","","..","","","0"
"2019/2020","Yukon","2016A000260","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1073541859","12.11","","..","","","0"
"2020/2021","Yukon","2016A000260","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1073541859","12.11","","..","","","0"
"2021/2022","Yukon","2016A000260","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1073541859","12.11","","..","","","0"
"2018/2019","Yukon","2016A000260","Dentistry","Current dollars","75","units","0","v1073541860","12.12","","..","","","0"
"2019/2020","Yukon","2016A000260","Dentistry","Current dollars","75","units","0","v1073541860","12.12","","..","","","0"
"2020/2021","Yukon","2016A000260","Dentistry","Current dollars","75","units","0","v1073541860","12.12","","..","","","0"
"2021/2022","Yukon","2016A000260","Dentistry","Current dollars","75","units","0","v1073541860","12.12","","..","","","0"
"2018/2019","Yukon","2016A000260","Medicine","Current dollars","75","units","0","v1073541861","12.13","","..","","","0"
"2019/2020","Yukon","2016A000260","Medicine","Current dollars","75","units","0","v1073541861","12.13","","..","","","0"
"2020/2021","Yukon","2016A000260","Medicine","Current dollars","75","units","0","v1073541861","12.13","","..","","","0"
"2021/2022","Yukon","2016A000260","Medicine","Current dollars","75","units","0","v1073541861","12.13","","..","","","0"
"2018/2019","Yukon","2016A000260","Nursing","Current dollars","75","units","0","v1073541862","12.14","","..","","","0"
"2019/2020","Yukon","2016A000260","Nursing","Current dollars","75","units","0","v1073541862","12.14","","..","","","0"
"2020/2021","Yukon","2016A000260","Nursing","Current dollars","75","units","0","v1073541862","12.14","","..","","","0"
"2021/2022","Yukon","2016A000260","Nursing","Current dollars","75","units","0","v1073541862","12.14","","..","","","0"
"2018/2019","Yukon","2016A000260","Pharmacy","Current dollars","75","units","0","v1073541863","12.15","","..","","","0"
"2019/2020","Yukon","2016A000260","Pharmacy","Current dollars","75","units","0","v1073541863","12.15","","..","","","0"
"2020/2021","Yukon","2016A000260","Pharmacy","Current dollars","75","units","0","v1073541863","12.15","","..","","","0"
"2021/2022","Yukon","2016A000260","Pharmacy","Current dollars","75","units","0","v1073541863","12.15","","..","","","0"
"2018/2019","Yukon","2016A000260","Veterinary medicine","Current dollars","75","units","0","v1073541864","12.16","","..","","","0"
"2019/2020","Yukon","2016A000260","Veterinary medicine","Current dollars","75","units","0","v1073541864","12.16","","..","","","0"
"2020/2021","Yukon","2016A000260","Veterinary medicine","Current dollars","75","units","0","v1073541864","12.16","","..","","","0"
"2021/2022","Yukon","2016A000260","Veterinary medicine","Current dollars","75","units","0","v1073541864","12.16","","..","","","0"
"2018/2019","Yukon","2016A000260","Optometry","Current dollars","75","units","0","v1073541868","12.20","","..","","","0"
"2019/2020","Yukon","2016A000260","Optometry","Current dollars","75","units","0","v1073541868","12.20","","..","","","0"
"2020/2021","Yukon","2016A000260","Optometry","Current dollars","75","units","0","v1073541868","12.20","","..","","","0"
"2021/2022","Yukon","2016A000260","Optometry","Current dollars","75","units","0","v1073541868","12.20","","..","","","0"
"2018/2019","Yukon","2016A000260","Other health, parks, recreation and fitness","Current dollars","75","units","0","v1073541865","12.17","","..","","","0"
"2019/2020","Yukon","2016A000260","Other health, parks, recreation and fitness","Current dollars","75","units","0","v1073541865","12.17","","..","","","0"
